index	token	frequency
14536	varies	1
14537	pupils	1
14538	affect	1
14539	kurds	1
14540	improvise	1
14541	directionless	1
14542	brazil-like	1
14543	hyper-real	1
14544	bastards	1
14545	plagued	1
14546	mighty	1
14547	grounding	1
14548	deviant	1
14549	behaviour	1
14550	latently	1
14551	plainly	2
14552	harps	1
14553	media-constructed	1
14554	jokey	1
14555	unforgettably	1
14556	uproariously	1
14557	boiled	1
14558	argot	1
14559	self-amused	1
14560	well-mounted	1
14561	cross-dressing	1
14562	gimmick	2
14563	99-minute	1
14564	stink	1
14565	weighed	1
14566	goodly	1
14567	schoolboy	1
14568	memoir	2
14569	bytes	1
14570	anciently	1
14571	métier	1
14572	iceberg	1
14573	melts	1
14574	p.o.w.	1
14575	insignificant	1
14576	spiritless	1
14577	ultra-loud	1
14578	movie-of-the-week	2
14579	lionize	1
14580	gallic	1
14581	fusty	1
14582	prophet	1
14583	uselessly	1
14584	money-grubbing	1
14585	third-rate	1
14586	scary-funny	1
14587	demented-funny	1
14588	starship	1
14589	sprawl	1
14590	uncoordinated	1
14591	vectors	1
14592	blurry	2
14593	step-printing	1
14594	inadequate	1
14595	arthur	2
14596	septuagenarian	1
14597	crusty	1
14598	medium-grade	1
14599	fitfully	2
14600	draft	1
14601	homogenized	1
14602	tattered	3
14603	rose-tinted	1
14604	embellished	1
14605	carrey	2
14606	hijinks	1
14607	creek	2
14608	blossom	1
14609	puzzles	1
14610	hypocritical	2
14611	t-shirt	1
14612	second-rate	1
14613	amazement	1
14614	participate	1
14615	ill-advised	1
14616	forgiven	2
14617	breasts	1
14618	foreshadowing	1
14619	routinely	1
14620	dynamited	1
14621	blethyn	1
14622	gregory	1
14623	hinton	1
14624	strong-minded	1
14625	viewpoint	1
14626	perfervid	1
14627	ces	1
14628	owen	2
14629	partnership	1
14630	retail	1
14631	clerk	1
14632	wheels	1
14633	impassive	1
14634	melodramas	2
14635	adhering	1
14636	annoyed	1
14637	derailed	2
14638	throes	1
14639	flush	1
14640	testosterone	1
14641	gears	1
14642	non-bondish	1
14643	reactionary	2
14644	ploughing	1
14645	furrow	1
14646	whirling	1
14647	zigzag	1
14648	densely	1
14649	porno	1
14650	steinberg	1
14651	venality	1
14652	bare-bones	1
14653	finished	2
14654	jeunet	1
14655	trier	1
14656	underdramatized	1
14657	overstated	2
14658	transcript	1
14659	session	1
14660	freudian	1
14661	tomfoolery	1
14662	mantra	1
14663	immortals	1
14664	giler	1
14665	bags	1
14666	heed	1
14667	speeds	1
14668	cockeyed	1
14669	stills	1
14670	mattered	1
14671	sterile	1
14672	unfold	1
14673	spies	1
14674	deer	1
14675	waxes	1
14676	template	1
14677	sloughs	1
14678	mire	1
14679	alleged	1
14680	presses	1
14681	limpid	1
14682	mesmerised	1
14683	numbing	3
14684	heyday	2
14685	'90s	1
14686	prosaic	1
14687	underscoring	1
14688	trusted	1
14689	denouement	2
14690	well-produced	1
14691	joylessly	1
14692	whooshing	1
14693	emptily	1
14694	self-control	1
14695	becker	1
14696	demographically	2
14697	graffiti	1
14698	distinguishable	1
14699	actory	1
14700	concoctions	1
14701	defined	1
14702	dimness	1
14703	forgot	1
14704	rejigger	1
14705	parlance	1
14706	lick	1
14707	destructive	1
14708	\*\*\*\*	1
14709	lower	2
14710	i.q.	1
14711	entered	2
14712	fifteen-minute	1
14713	idiotically	1
14714	feardotcom.com	1
14715	improperly	1
14716	rea	1
14717	vivi	1
14718	schwentke	1
14719	quota	1
14720	shaping	1
14721	warden	1
14722	singer-turned	1
14723	miracles	1
14724	hrs	1
14725	showboating	1
14726	wise-cracker	1
14727	gabbiest	1
14728	giant-screen	1
14729	bogging	1
14730	barrage	1
14731	annie	1
14732	crispin	1
14733	screwing	1
14734	acidic	1
14735	all-male	1
14736	eve	1
14737	intermezzo	1
14738	insufferably	2
14739	constricted	1
14740	tighter	1
14741	editorial	1
14742	firmer	1
14743	idling	1
14744	overinflated	1
14745	mythology	1
14746	recognizes	1
14747	extrusion	1
14748	tagline	2
14749	snore	2
14750	hermocrates	1
14751	leontine	1
14752	amours	1
14753	drive-by	1
14754	aircraft	1
14755	carrier	1
14756	sentimentalized	1
14757	stress	1
14758	edit	1
14759	beg	1
14760	uninitiated	1
14761	infuriatingly	1
14762	heap	1
14763	coming-of-age\/coming-out	1
14764	mount	1
14765	cogent	1
14766	defense	1
14767	marveling	1
14768	superhuman	1
14769	withstand	1
14770	sub-par	1
14771	shivers	1
14772	spine	2
14773	overripe	1
14774	arm	1
14775	rosemary	1
14776	well-conceived	1
14777	bazadona	1
14778	woodard	1
14779	relied	1
14780	surround	3
14781	frankie	1
14782	contemptuous	1
14783	zip	1
14784	hem	1
14785	hems	1
14786	smeary	1
14787	noticed	1
14788	tardier	1
14789	exploiting	3
14790	novelty	1
14791	webcast	1
14792	roy	1
14793	1973	1
14794	quibble	1
14795	cackles	1
14796	blueprint	1
14797	hundreds	1
14798	bidder	1
14799	sexploitation	1
14800	masquerading	1
14801	governs	1
14802	cliques	1
14803	detachment	1
14804	emerged	1
14805	brooks	2
14806	tick-tock	1
14807	yelling	1
14808	endeavors	2
14809	interlocked	1
14810	begs	1
14811	parodied	1
14812	loony	1
14813	eroticized	1
14814	slapped	1
14815	hairpiece	1
14816	lai	1
14817	bitten	1
14818	awry	2
14819	hour-and-a-half-long	1
14820	phoned-in	1
14821	offset	1
14822	director-chef	1
14823	gabriele	1
14824	comin	1
14825	ya	1
14826	fearing	1
14827	molto	1
14828	superficiale	1
14829	tartakovsky	1
14830	freakish	1
14831	horrific	1
14832	jar-jar	1
14833	binks	1
14834	three-ring	1
14835	ratchets	1
14836	doggie	1
14837	winks	1
14838	boho	1
14839	removed	2
14840	carré	1
14841	burnt-out	1
14842	galled	1
14843	puddle	1
14844	daddy	1
14845	anarchic	1
14846	gilmore	1
14847	waterboy	2
14848	attractions	1
14849	conrad	1
14850	nominated	1
14851	pseudo-rock-video	1
14852	christ	1
14853	stuttering	2
14854	proposes	1
14855	22-year-old	1
14856	girlfriend	1
14857	18-year-old	1
14858	mistress	1
14859	plumbing	1
14860	arrangements	2
14861	aggrieved	1
14862	snail-like	1
14863	decorating	1
14864	amok	1
14865	releasing	2
14866	snagged	1
14867	stormy	1
14868	dark-as-pitch	1
14869	therapeutic	1
14870	zap	1
14871	bray	3
14872	garden	1
14873	resume	1
14874	calibre	1
14875	hustlers	1
14876	flck	1
14877	exhibits	1
14878	salacious	1
14879	telenovela	1
14880	passe	1
14881	chopsocky	1
14882	soul-stripping	1
14883	hitman	1
14884	shorty	1
14885	inexpressible	1
14886	adobo	1
14887	palate	1
14888	naked	2
14889	1980s	1
14890	warm-milk	1
14891	tartly	1
14892	guest	2
14893	doctorate	1
14894	framing	1
14895	wholesale	1
14896	ineptitude	1
14897	publicists	1
14898	departs	2
14899	demeanor	1
14900	misuse	1
14901	morgan	1
14902	ashley	1
14903	1986	1
14904	harlem	1
14905	twinkly-eyed	1
14906	fire-breathing	1
14907	somnambulant	1
14908	outbursts	3
14909	backlash	1
14910	blinding	1
14911	ordered	1
14912	fuddled	1
14913	motives	2
14914	mcadams	1
14915	lower-wit	1
14916	oeuvre	1
14917	gays	1
14918	keening	1
14919	self-mutilating	1
14920	sideshow	1
14921	geeks	1
14922	patched	1
14923	vice	2
14924	unsuccessfully	1
14925	fuse	1
14926	adventues	1
14927	terri	1
14928	dreaded	1
14929	snake	3
14930	inmates	1
14931	calculations	1
14932	post-september	1
14933	tacky	2
14934	reprehensible	1
14935	manipulating	1
14936	bestowing	1
14937	unequivocally	1
14938	glee	2
14939	thandie	1
14940	newton	1
14941	hepburn	1
14942	icons	1
14943	galore	1
14944	wonderment	1
14945	vagueness	1
14946	exasperating	1
14947	glimmer	2
14948	error	1
14949	tiring	1
14950	naught	1
14951	bumper	1
14952	bio-doc	1
14953	limb	1
14954	jargon	1
14955	best-selling	1
14956	self-help	1
14957	neuroses	1
14958	secondhand	3
14959	tidal	1
14960	glacially	1
14961	winged	1
14962	assailants	1
14963	elie	1
14964	co-wrote	1
14965	subjugate	1
14966	tear-jerking	1
14967	dissecting	1
14968	contours	1
14969	dispel	1
14970	counterculture	1
14971	delinquent	1
14972	paperbacks	1
14973	warriors	2
14974	switchblade	1
14975	sexpot	1
14976	not-at-all-good	1
14977	dolman	1
14978	confines	1
14979	bald	1
14980	norma	1
14981	rae	1
14982	resents	1
14983	inhale	1
14984	gutter	1
14985	romancer	1
14986	madcap	1
14987	complaining	1
14988	clocks	1
14989	brainy	2
14990	suffocation	1
14991	disease-of-the-week	1
14992	small-screen	1
14993	brazenly	1
14994	reigen	1
14995	self-defeatingly	1
14996	decorous	1
14997	chalk	1
14998	hubristic	1
14999	under-inspired	2
15000	rosenthal	1
15001	famed	1
15002	reproduce	1
15003	sleek	2
15004	advert	1
15005	exhibitionism	1
15006	depressingly	2
15007	exhaustingly	1
15008	masochistic	1
15009	captive	1
15010	gellar	1
15011	spade	1
15012	citizen	1
15013	frankenstein-monster	1
15014	sidey	1
15015	self-congratulation	2
15016	subzero	1
15017	jammies	1
15018	video-viewing	1
15019	pop-music	1
15020	showers	1
15021	wane	1
15022	drizzle	1
15023	offal	1
15024	grossly	2
15025	kramer	1
15026	liven	1
15027	encyclopedia	1
15028	shoplifts	1
15029	farewell-to-innocence	1
15030	wanderers	1
15031	bronx	1
15032	cribbing	1
15033	tolerable	1
15034	slog	2
15035	well-trod	1
15036	affability	1
15037	charade	2
15038	spiffing	1
15039	leftovers	1
15040	self-styled	1
15041	banged	1
15042	60-second	1
15043	bode	1
15044	mined	1
15045	middle-class	2
15046	arkansas	1
15047	consists	1
15048	truck-loving	1
15049	peroxide	1
15050	blond	1
15051	honeys	1
15052	worldly	1
15053	supermarket	1
15054	tabloids	1
15055	unlaughable	1
15056	tie-in	1
15057	lantern	1
15058	lobotomy	1
15059	scooped	1
15060	specificity	1
15061	4\/5ths	1
15062	franc	1
15063	shapiro	1
15064	goldman	1
15065	bolado	1
15066	shakesperean	1
15067	silberling	2
15068	unbalanced	1
15069	interludes	1
15070	mctiernan	1
15071	lighter	1
15072	sober-minded	1
15073	tap-dancing	1
15074	rhino	1
15075	government	1
15076	marine\/legal	1
15077	subliminally	1
15078	province	1
15079	overpowered	1
15080	vacuous	1
15081	embody	1
15082	futility	1
15083	zeitgeist	1
15084	crassness	1
15085	matched	1
15086	bentley	1
15087	hudson	1
15088	stare	2
15089	sniffle	1
15090	respectively	1
15091	ledger	1
15092	amusedly	1
15093	impatiently	1
15094	linklater	1
15095	whiff	1
15096	vaunted	1
15097	weil	1
15098	overshadowed	1
15099	consumerist	1
15100	studiously	1
15101	summary	1
15102	conceivable	1
15103	perpetrated	2
15104	snoots	1
15105	trotting	2
15106	standbys	1
15107	malarkey	1
15108	ardently	2
15109	gobbler	1
15110	weaned	1
15111	shlockmeister	1
15112	alarming	1
15113	interminably	1
15114	portent	1
15115	discern	1
15116	post-adolescent	1
15117	electra	1
15118	bad-boy	1
15119	one-note	2
15120	whirls	1
15121	twirls	1
15122	diminishing	2
15123	stature	1
15124	oscar-winning	1
15125	lowly	1
15126	20-car	1
15127	q.	1
15128	archibald	1
15129	pedestal	2
15130	lifting	1
15131	lectured	1
15132	tech-geeks	1
15133	telegraphs	1
15134	convenience	1
15135	movie-industry	1
15136	inclusiveness	1
15137	ragbag	1
15138	punch-and-judy	1
15139	stubbornly	1
15140	refused	1
15141	encumbers	1
15142	graduated	1
15143	pyro-correctly	1
15144	heart-pounding	1
15145	flopped	1
15146	soufflé	2
15147	volcano	1
15148	overflowing	1
15149	septic	1
15150	tank	1
15151	tyco	1
15152	non-fan	1
15153	soupy	1
15154	distinction	2
15155	frat-boy	1
15156	bowser	1
15157	well-timed	1
15158	knockout	2
15159	mutates	1
15160	weighted	1
15161	misfiring	1
15162	atrociously	1
15163	indescribably	1
15164	bra	1
15165	fleetingly	1
15166	dresses	1
15167	discovered	1
15168	indulged	1
15169	ill-constructed	1
15170	fatally	1
15171	degenerating	1
15172	pious	1
15173	chefs	1
15174	fussing	1
15175	mythologizing	1
15176	heroism	1
15177	abject	1
15178	prom	1
15179	dates	1
15180	sugar-coated	1
15181	trombone	1
15182	honks	1
15183	cheapen	1
15184	8-10	1
15185	mcdonald	1
15186	activism	1
15187	airhead	1
15188	muddy	2
15189	repulse	1
15190	sausage	1
15191	terminal	1
15192	cutes	1
15193	gunfest	1
15194	frightful	1
15195	owed	1
15196	miscalculations	1
15197	ye	1
15198	deploys	1
15199	guises	1
15200	futuristic	2
15201	cable-sports	1
15202	bloodbath	1
15203	kathie	1
15204	gifford	1
15205	unholy	2
15206	crummy-looking	1
15207	labelled	1
15208	vices	1
15209	103-minute	1
15210	sent	2
15211	copyof	1
15212	methodically	1
15213	communicating	1
15214	hothouse	1
15215	teendom	1
15216	longevity	1
15217	1938	1
15218	shoot-out	1
15219	slanted	1
15220	s\/m	1
15221	deadeningly	1
15222	drawn-out	1
15223	abyss	2
15224	counterproductive	1
15225	carousel	1
15226	colin	1
15227	makings	1
15228	internet	2
15229	energies	1
15230	meatballs	1
15231	bare-midriff	1
15232	disgusted	1
15233	unshapely	1
15234	briefly	2
15235	enliven	1
15236	wheezing	1
15237	bohemian	1
15238	inadequately	1
15239	ransacks	1
15240	archives	1
15241	quick-buck	1
15242	coarse	1
15243	trifling	1
15244	opposites	1
15245	françois	1
15246	michèle	1
15247	presume	1
15248	trot	1
15249	skimpy	1
15250	hang-ups	1
15251	fresher	1
15252	burlesque	1
15253	flibbertigibbet	1
15254	codes	1
15255	potty-mouthed	1
15256	schizo	1
15257	favorites	1
15258	proverbial	1
15259	conundrum	2
15260	underventilated	1
15261	père-fils	1
15262	ill-equipped	1
15263	interior	1
15264	clips	2
15265	dwell	1
15266	engorged	1
15267	trance-noir	1
15268	trumped-up	1
15269	imogen	1
15270	kimmel	1
15271	settings	1
15272	motionless	1
15273	paymer	1
15274	drained	1
15275	legion	1
15276	foo	1
15277	yung	1
15278	glumly	2
15279	idol	1
15280	circular	1
15281	masochism	2
15282	evaded	1
15283	holland	2
15284	burgeoning	1
15285	skateboarder	1
15286	bmx	1
15287	rider	1
15288	mat	1
15289	turks	1
15290	angling	1
15291	pseudo-philosophic	1
15292	braveheart	1
15293	bledel	1
15294	pre-teen	1
15295	cardellini	1
15296	snacks	1
15297	grandiloquent	1
15298	unremittingly	1
15299	sturdiest	1
15300	cheapened	1
15301	pimental	1
15302	feminized	1
15303	turkey	2
15304	stomach-churning	1
15305	cracking	1
15306	heels	1
15307	spreads	2
15308	regimented	1
15309	selecting	1
15310	charitable	2
15311	bullet	1
15312	correctly	1
15313	threads	1
15314	morose	1
15315	pregnancy	1
15316	handy	1
15317	assaultive	1
15318	gunfight	1
15319	clinically	1
15320	slim	2
15321	alterations	1
15322	dots	1
15323	spelled	1
15324	mourning	1
15325	spiritualism	1
15326	sunk	1
15327	indulgence	3
15328	scene-chewing	1
15329	teeth-gnashing	1
15330	actorliness	1
15331	marginally	2
15332	doubtful	1
15333	spill	1
15334	projector	1
15335	operational	1
15336	mechanics	2
15337	encomia	1
15338	teen-sleaze	1
15339	fogging	1
15340	triangles	1
15341	shum	1
15342	uhf	1
15343	straight-to-video	1
15344	bigger-name	1
15345	lackadaisical	1
15346	tier	1
15347	boiling	1
15348	simmer	1
15349	mandel	1
15350	yawn-provoking	1
15351	farm	1
15352	onion	1
15353	fertile	1
15354	slash-fest	1
15355	cheerfully	1
15356	88	1
15357	exhaustion	1
15358	detention	1
15359	dodgy	1
15360	mounted	2
15361	exasperatingly	1
15362	well-behaved	1
15363	ticks	1
15364	accountant	1
15365	concentrating	1
15366	hostile	1
15367	welt	1
15368	johnny	1
15369	knoxville	1
15370	riot-control	1
15371	projectile	1
15372	intermittent	1
15373	gutless	1
15374	laurice	1
15375	guillen	1
15376	dangers	1
15377	ouija	1
15378	boards	1
15379	dispense	1
15380	merchandised-to-the-max	1
15381	recruiting	1
15382	playlist	1
15383	costuming	1
15384	irwins	1
15385	death-defying	1
15386	shear	1
15387	baaaaaaaaad	1
15388	privates	1
15389	lemon	1
15390	mormon	2
15391	ward	2
15392	pose	1
15393	85	1
15394	semi-amusing	1
15395	lyrics	1
15396	tonight	1
15397	transparently	1
15398	scoob	1
15399	shag	1
15400	skit-com	1
15401	deposited	1
15402	johnnie	1
15403	wai	1
15404	ka	1
15405	fai	1
15406	copout	1
15407	jon	1
15408	purdy	1
15409	ambitions	2
15410	telanovela	1
15411	maik	1
15412	firebrand	1
15413	envious	1
15414	hijacks	1
15415	sales	1
15416	unspeakable	1
15417	toss-up	1
15418	presiding	1
15419	groupie\/scholar	1
15420	broadside	1
15421	randolph	1
15422	criticizes	1
15423	watered-down	1
15424	eye-catching	2
15425	dan	1
15426	shawn	1
15427	oversexed	1
15428	forty	1
15429	dire	1
15430	good-for-you	1
15431	seldhal	1
15432	recesses	1
15433	unearth	1
15434	quaking	1
15435	observer	1
15436	defensive	1
15437	life-altering	1
15438	undergrad	1
15439	leniency	1
15440	shaky	1
15441	'53	1
15442	romero	1
15443	zombie	2
15444	completists	1
15445	commune	1
15446	arrogant	1
15447	unimaginatively	1
15448	foul-mouthed	1
15449	locale	1
15450	yo	1
15451	boogaloo	1
15452	twenty-some	1
15453	98	1
15454	starving	1
15455	artistes	2
15456	cracked	1
15457	buckaroo	1
15458	banzai	1
15459	fairlane	1
15460	strongman	1
15461	ignites	1
15462	leash	2
15463	polite	1
15464	dante	1
15465	styled	1
15466	gremlins	1
15467	cream	1
15468	imperious	1
15469	katzenberg	1
15470	prince	2
15471	egypt	1
15472	1998	1
15473	prologue	1
15474	zealously	1
15475	spreading	1
15476	puritanical	1
15477	islanders	1
15478	relish	1
15479	concepts	1
15480	dreaming	1
15481	groggy	1
15482	yuen	1
15483	last-place	1
15484	teams	1
15485	doting	1
15486	degrades	1
15487	racy	1
15488	losses	1
15489	retitle	1
15490	sweating	1
15491	contract	1
15492	seizing	1
15493	haplessness	1
15494	tics	1
15495	debatable	1
15496	togetherness	1
15497	inter-family	1
15498	katherine	1
15499	scented	1
15500	preliminary	1
15501	piecing	1
15502	electronic	1
15503	lags	1
15504	lurches	1
15505	not-very-funny	1
15506	dramatics	1
15507	lola	2
15508	built-in	1
15509	drying	1
15510	unconcerned	1
15511	ingest	1
15512	self-sacrifice	1
15513	bulk	1
15514	tennessee	1
15515	oprah	2
15516	verbally	2
15517	flatfooted	1
15518	made-for-tv	2
15519	nowheresville	1
15520	assigned	1
15521	dues	1
15522	unread	1
15523	grosses	1
15524	yvan	1
15525	writes	1
15526	hardwood	1
15527	stereotyped	1
15528	undermine	1
15529	disservice	1
15530	nadir	1
15531	thriller\/horror	1
15532	stultifying	2
15533	tryingly	1
15534	sleep-inducing	1
15535	contemptible	1
15536	imitator	1
15537	snl	1
15538	8-year-old	1
15539	characterizes	1
15540	hardass	1
15541	unhidden	1
15542	bust	1
15543	blondes	1
15544	inexorably	1
15545	ayala	1
15546	staid	1
15547	dismally	1
15548	tacked	1
15549	hears	2
15550	shearer	2
15551	split-screen	1
15552	pompous	2
15553	wittgenstein	1
15554	kirkegaard	1
15555	blends	1
15556	titillating	1
15557	75	1
15558	columbia	1
15559	remade	1
15560	diapers	1
15561	1987	1
15562	voyeur	1
15563	inexcusable	1
15564	worship	1
15565	barlow	1
15566	assign	1
15567	decoder	1
15568	mortarboards	1
15569	hunting	1
15570	predisposed	2
15571	undoing	1
15572	over-blown	1
15573	scar	1
15574	classroom	1
15575	capricious	1
15576	crafting	1
15577	auto-critique	1
15578	clumsiness	1
15579	censure	1
15580	hurts	2
15581	paunchy	1
15582	midsection	1
15583	undramatic	1
15584	mail	1
15585	10-year	1
15586	delay	1
15587	beyond-lame	1
15588	teddy	1
15589	debuts	1
15590	esteemed	1
15591	writer-actor	1
15592	rapes	1
15593	pillages	1
15594	incinerates	1
15595	suspecting	1
15596	day-to-day	1
15597	l.a.	2
15598	show-biz	1
15599	subcultures	1
15600	amish	1
15601	uninventive	1
15602	exalted	2
15603	referred	2
15604	aspire	1
15605	every-joke-has	1
15606	been-told-a	1
15607	thousand-times	1
15608	asquith	1
15609	acclaimed	1
15610	outrageously	1
15611	ut	1
15612	parachutes	1
15613	unstoppable	1
15614	based-on-truth	1
15615	persuades	1
15616	nauseating	1
15617	underutilized	1
15618	caused	1
15619	jimmy	2
15620	monologues	1
15621	sacrificed	2
15622	fizzle	2
15623	mingles	1
15624	snobbery	1
15625	middle-america	1
15626	diversions	1
15627	month	1
15628	guilt-suffused	1
15629	anti-erotic	1
15630	bonding	1
15631	bad-movie	1
15632	laborious	2
15633	tightened	1
15634	blood-soaked	1
15635	nixon	1
15636	agitator	1
15637	aristocrat	1
15638	finery	1
15639	doe-eyed	1
15640	pre-9	1
15641	cross-country	2
15642	homeric	1
15643	schedule	1
15644	thrown-together	1
15645	summer-camp	1
15646	underrehearsed	1
15647	arbitrarily	1
15648	narcissists	1
15649	compete	1
15650	affections	1
15651	credulity	1
15652	let-down	1
15653	reportedly	1
15654	rocawear	1
15655	spiteful	1
15656	salvaged	1
15657	66	1
15658	straight-faced	1
15659	castrated	1
15660	highlander	1
15661	lolita	2
15662	ugly-looking	1
15663	swaggers	1
15664	deep-sixed	1
15665	compulsion	1
15666	catalog	1
15667	fluids	1
15668	devise	1
15669	clone-gag	1
15670	capped	1
15671	stiletto-stomps	1
15672	figuring	2
15673	so-bad-they	1
15674	weiss	1
15675	speck	1
15676	20th-century	1
15677	footnotes	1
15678	fourth-rate	1
